direction,frame_id,frame_name,cycle_ms,dlc,signal_name,target,start_bit,bit_length,endianness,signed,factor,offset,min,max,default,unit,counter_bits,crc,comment
tx,0x310,MOTOR_STATE_1,10,8,motor_speed_rpm,plant_state,32,16,little,FALSE,1,0,0,20000,0,rpm,,,Motor shaft speed
tx,0x310,MOTOR_STATE_1,10,8,motor_temp_c,plant_state,48,8,little,FALSE,1,-40,-40,200,25,C,,,Motor temperature
tx,0x320,BRAKE_STATE,10,8,brake_force_kn,plant_state,0,16,little,FALSE,0.01,0,0,250,0,kN,,,Total brake force (180kN max)
tx,0x320,BRAKE_STATE,10,8,brake_pct_actual,plant_state,16,8,little,FALSE,0.5,0,0,100,0,%,,,Actual brake application
tx,0x320,BRAKE_STATE,10,8,regen_power_kw,plant_state,24,16,little,FALSE,0.1,0,0,2500,0,kW,,,Regenerative braking power
tx,0x320,BRAKE_STATE,10,8,brake_temp_c,plant_state,40,8,little,FALSE,1,-40,-40,300,25,C,,,Brake disc temperature
tx,0x330,POSITION_STATE,50,8,pos_x_m,plant_state,0,32,little,TRUE,0.01,0,-100000,100000,0,m,,,Global X position (truth)
tx,0x330,POSITION_STATE,50,8,pos_y_m,plant_state,32,32,little,TRUE,0.01,0,-100000,100000,0,m,,,Global Y position (truth)
tx,0x331,ORIENTATION_STATE,50,8,yaw_deg,plant_state,0,16,little,TRUE,0.01,0,-180,180,0,deg,,,Yaw angle (truth)
tx,0x331,ORIENTATION_STATE,50,8,yaw_rad,plant_state,16,16,little,TRUE,0.001,0,-3.15,3.15,0,rad,,,Yaw angle in radians
tx,0x331,ORIENTATION_STATE,50,8,yaw_rate_dps,plant_state,32,16,little,TRUE,0.1,0,-500,500,0,deg/s,,,Yaw rate in deg/s
tx,0x340,DRIVETRAIN_STATE,100,8,gear_ratio,plant_state,0,16,little,FALSE,0.01,0,0,50,28,ratio,,,Gear ratio (28:1 for XCMG)
tx,0x340,DRIVETRAIN_STATE,100,8,drivetrain_eff_pct,plant_state,16,8,little,FALSE,0.5,0,0,100,92,%,,,Drivetrain efficiency
tx,0x340,DRIVETRAIN_STATE,100,8,wheel_radius_mm,plant_state,24,16,little,FALSE,1,0,200,2500,1950,mm,,,Effective wheel radius (1.95m)
tx,0x340,DRIVETRAIN_STATE,100,8,wheelbase_mm,plant_state,40,16,little,FALSE,1,0,2000,8000,6300,mm,,,Wheelbase (6.3m)
tx,0x340,DRIVETRAIN_STATE,100,8,track_width_mm,plant_state,56,8,little,FALSE,100,0,1000,8000,7200,mm,,,Track width (7.2m)
tx,0x3F0,DIAGNOSTIC_STATE,100,8,sim_time_s,plant_state,0,32,little,FALSE,0.001,0,0,10000,0,s,,,Simulation elapsed time
tx,0x3F0,DIAGNOSTIC_STATE,100,8,loop_time_us,plant_state,32,16,little,FALSE,1,0,0,20000,10000,us,,,Loop execution time
tx,0x3F0,DIAGNOSTIC_STATE,100,8,error_count,plant_state,48,8,little,FALSE,1,0,0,255,0,count,,,Error counter
tx,0x3F0,DIAGNOSTIC_STATE,100,8,status,plant_state,56,8,little,FALSE,1,0,0,255,0,flags,,,Diagnostic status flags
